given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id,cluster_id
demie,madigan,,fawkner ktreet,evergreen,buny ip,6076,sa,19940729.0,5071854,70251,526
chloe,mcphie,5.0,robertson street,langleigh,swanwick,4226,qld,19340310.0,5476545,70586,706
jessiva,rivera,14.0,quick street,jasmine lodge,kingstoxrpe,5056,vic,19620906.0,1054434,9015,811
hinks,brandon,,goossensg place,allanvale,rostrevor,4109,vic,19101121.0,7142384,38865,812
josha,campbell,12.0,ballumbirstreet,hornby lighthouse,harbord,3198,vic,19670227.0,6114246,86646,813
charlotte,mccracken,5.0,,flr 5 john flynn medical centre,woronary,4814,nsw,19570529.0,6092940,26882,153
jared,jolly,84.0,macarthur avenue,nareen gardens hostel,floreat,2290,nsw,19281125.0,7406558,3108,814
olivia,artis,12.0,marcus clarke street,lake road,mill park,3173,nsw,19190302.0,2211444,36572,588
thomas,shaft,10.0,wattle street,tureevale,orford,3579,qld,19390822.0,1282782,76331,815
kyle,bullock,7.0,carnegie crescent,berri cottage hmes,westmeadows,3400,qld,19861006.0,2675703,89421,816
domenique,paterson,15.0,lubumaplace,merewether public school,greensborough,3138,qld,19161017.0,4975843,72135,817
belinda,blackwelxl,89.0,willcock place,sec 5 97,nedlands,2145,sa,19610102.0,4046672,69402,818
amy,artis,24.0,jansz crescent,watchorns hill,brighton,4567,nsw,19391007.0,7212915,53555,819
john,banelcs,5.0,sexton ftreet,glenhurst,auburn,3140,vic,19981006.0,8328210,59064,295
samantha,rachwal,5.0,stubbs crescent,rosetta village,myrtleford,5070,vic,19220601.0,5437912,83665,820
sophe,reid,11.0,hoad place,lockwood,beachuere,4106,nsw,19030704.0,2982434,63024,821
aimee,fitzpatrick,,rubbo crescent,kookaburra village,annakdale,3105,nsw,19800311.0,8534023,63529,767
joel,ryan,45.0,wisdom street,warbinya,pymble,4605,wa,19220524.0,5522329,75019,822
sophie,quan,4.0,milari street,cascina,ripley,2060,vic,19600125.0,8214496,921,823
tyler,froud,8.0,burramurra avenue,kmart p plaza,san remo,3670,sa,19800916.0,7812219,77438,824
juliana,petersen,25.0,currong syreet,admiralty quays,glenside,4068,nsw,19610510.0,1726629,92200,215
holly,shepherd,3.0,stillwell place,elston,albion park rail,6210,vic,19800323.0,4620818,41728,130
ellie,hoffman,31.0,captain cook crescent,dorothy lodge,carrara,2281,nsw,19151114.0,4882507,99528,825
meaguan,watkins-yall,97.0,clancy street,,broken hill,4169,sa,19860817.0,5297907,81522,826
ashley,carbone,13.0,louis lodercstreet,john flynn medical centre,blacktown,2430,vic,19260703.0,4119196,55022,827
tyron,herbert,29.0,mackenzie street,scottish masonic village,shoalhaven heads,5069,vic,19131211.0,8358339,53827,828
matthew,webb,3.0,forbes street,kinnoul,rowville,5044,wa,19091203.0,3652823,71227,829
melinda,sehrin,103.0,conley kdrive,,macmasters beach,3226,vic,19511104.0,9615557,60069,275
mia,stephenson,37.0,nivison place,treeto ps,knoxfield,3137,sa,19631225.0,2780926,20146,830
jack,green,27.0,octy place,springbanks,ringwood north,3087,wa,19870222.0,5097391,59125,831
kasey,every,22.0,kinkead street,pineview farm,kurri kurri,2069,nsw,19400814.0,9893706,49987,832
benwedict,coleman,23.0,huntawyle,summervill e crescent,avondale heights,4560,wa,19380327.0,1480351,76268,449
finley,vincent,59.0,galway place,pieracle,,2420,vic,19900423.0,9566651,98288,507
mia,tamasauskas,11.0,rollston street,riverview terraces,northnridge,6147,nsw,19372109.0,5670356,25908,833
shantal,mckinnpll,1.0,mceachern crescent,blueberry,ruse,2324,qld,19620715.0,5127261,69434,834
bradley,bishop,13.0,newman morris circuit,shikoah,wickepin,2711,wa,19420604.0,2961043,20463,686
tansy,nekar,69.0,boddington crescent,eulong,campie,2650,nsw,19190804.0,5994069,90931,835
mocrom,zachariah,8.0,dixon d rive,bletchly park,toowoomba,2068,wa,19020803.0,1961455,45052,836
wilson,pinto,11.0,boustead circuit,jewellsmed ical centre,granville,3161,qld,19971229.0,8930019,55595,17
max,campbell,18.0,axon street,wandana,vermont,4128,vic,19640314.0,5229727,15522,803
lydia,mccaryhy,6.0,mckilloplcircuit,telemon orchards,mountpleasant,4670,nsw,19751220.0,1835068,28932,837
harriet,haeg,40.0,togo p lace,carav park,vale park,2300,nsw,19950203.0,1149839,18597,838
braicen,ewald,7.0,kambah exchange street,petriwil,yangebup,4074,vic,19631104.0,9333629,51646,360
timothy,masdn,18.0,barrierwstreet,sec 443 bellamour,parkholme,2029,wa,19061024.0,5623275,51873,839
heathoer,white,97.0,doonkuna street,millenium towers,vermont,3822,vic,19741923.0,6026159,70316,840
priest,lily,29.0,nemarang crescent,yellow dam,westmead,2205,tas,19401205.0,2293160,17060,841
luke,lowe,15.0,mofflin street,barwite,,2287,nsw,19400601.0,4960719,43689,842
christopher,vilums,14.0,renestreet,,crowsm nest,4754,sa,19851127.0,5181141,69811,749
ayden,white,7.0,wittenoom crescent,ocean park towers,garrsn,2506,vic,19390830.0,7585098,81249,843
luke,goldsworthy,50.0,wheeler crescent,glenburn,ingleburn,6042,nsw,19760711.0,7624230,82464,844
oliver,bendyk,42.0,tallar parkway,yarragin,queenscliff,2184,vic,19100310.0,5851063,67469,845
rosie,runlde,50.0,sturtalvenue,talonmane,bundaberg,2263,nt,19751109.0,9092692,62429,92
emiioy,berry,3.0,tenison-woods circuit,,ashfield,6169,nsw,19780527.0,6459366,61937,60
emma,pollidorou,90.0,messenger street,hinton brook,bacchus marsh,2868,nsw,19710829.0,4644221,68604,846
xani,green,2.0,phillip avenue,abbey green,armidale,5108,nsw,19390410.0,9201057,31807,847
kyle,bizjak,60.0,ferrier p lace,yarrimbah,boyanup,3074,nsw,19701103.0,5773280,11825,688
oliver,siviour,22.0,mcgowan street,omeo,brinkin,2642,qld,19730331.0,4617976,88096,848
sana,ryan,17.0,magenta square,never-never lodge,jamboree heights,2065,vic,19210605.0,3868578,55922,849
emmet,geor ge,,curtin shoping centre,palmlake resort,newington,4860,sa,19860806.0,4029448,43495,560
emiily,redmond,10.0,woodhouse place,wahonga,firle,3717,vic,19381023.0,3563291,78359,785
samuel,colemqan,60.0,backhouse street,barwala,quorn,3147,nsw,19541004.0,8477487,49854,628
tahni,reid,50.0,noarlunga crescent,bowan downs,batlow,2906,qld,19100130.0,6483683,92077,850
richmond,sarsha,135.0,pepper tree,kalgoorlie crescent,lilydale,3031,nsw,19590607.0,5444497,90364,851
charlotte,robson,3.0,dickinson street,,nareklan,4551,wa,19850330.0,3193520,1700,852
lochlan,malor,10.0,albermarle place,ponderosa,woori yallock,5355,qld,19780720.0,7679335,95458,853
noah,mason,5.0,,stjames,burwood,2142,sa,19100103.0,8983319,64041,854
trey,ballanfyne,425.0,wynter p lace,belmore river,laberouche,4124,vic,19960209.0,3163579,22617,855
webbo,jasper,16.0,balala place,tourist caravn park,osborne park,5032,vic,19401203.0,9777818,19985,856
nicole,carbone,46.0,schlich street,simpson arm ybarracks,toowong,3000,wa,19030926.0,8190756,16158,857
jacob,ryan,172.0,davidson wtreet,,brisbane,6167,nsw,19960531.0,9826543,18272,433
madeline,purtell,110.0,denns street,,frankuin,4570,qld,19811121.0,3603598,84330,858
isabelle,soave,64.0,bonnor close,bayford cottage,wallan,2144,vic,19080327.0,6209100,44082,859
abby,toseland,55.0,haines street,hilldale,mosman,8277,sa,19100830.0,4439847,8457,860
kailet,kooymans,35.0,la perouse street,masonic memorial village,redhill,2131,sa,19310813.0,4609850,79569,861
robin,morrisn,14.0,markham street,balmaincove,broadmeadops,6169,vic,19250124.0,1191533,64428,562
isabella,theodore,269.0,,nikoa,rena,2446,vic,19711102.0,2898842,43848,862
charlee,hugelamnn,8.0,martley circuit,eddington,mosman,4802,sa,19490921.0,6939061,91708,863
grace,mason,44.0,henty street,,port macquarie,2370,tas,19200330.0,6370721,24255,558
,clarke,97.0,merfieldplace,the meadows,bull creek,2830,act,,2257500,59180,434
katelyn,colegate,55.0,fiveash street,retirement village,londonderry,2195,nsw,19280828.0,4406201,76083,45
jameg,mccarthy,121.0,tillyarddrive,amherst village,,5268,qld,19350714.0,6283744,46853,502
matthew,webb,61.0,napier close,,noble park,2079,nsw,19850108.0,9087171,65233,864
tommy,spinato,29.0,howiec urt,pinnacles caravn park,mooloolaba,3356,nsw,19821129.0,4527826,84857,96
rosie,stanley,352.0,lowrie street,rowethorpe,albury,3194,nsw,19030424.0,5324210,65032,865
finlhy,white,15.0,goodwinstreet,meemar,salisbury heights,4228,qld,19700309.0,1233617,30686,866
taars,pegg,32.0,edmondson street,crowden,kiara,2528,qld,19090425.0,5385357,31766,867
caitlin,couzens,2.0,kurundi place,abbey fields,sandhill,3043,nsw,19321204.0,5062974,10461,868
sach,jasmwine,1.0,goble street,renown,gawler west,2301,nsw,19791109.0,2530372,71189,869
stephanie,dinh,607.0,mackay crescent,bowan downs,kilsyth,2196,nsw,19700811.0,5229088,46984,870
caitlin,cronshaw,88.0,sturdee crescent,,bundaberg,5290,vic,19741125.0,2415300,16448,871
joshua,kirimovs,19.0,slessor cbrescent,anglican guest village,christie downs,5041,vic,19320714.0,6007331,12800,872
olivia,shepherd,39.0,burnage place,rowethorpe,winston hills,3183,nsw,19320907.0,5731308,96114,14
ciaarn,nguyen,12.0,woollum dthreet,molinev illage,berwick,6157,qld,19860814.0,9056035,90475,361
chelsea,rees,69.0,shumack street,flt 40,tongala,4300,wa,19550204.0,3457135,97811,873
rourke,hoffman,49.0,ainslie avenue,rockleigh cottage,barooga,3018,vic,19391226.0,7810166,12765,874
jasmine,sah,1.0,goble street,renown,gawler west,2031,nsw,19791109.0,2530372,74915,222
william,panagaris,39.0,dryandra street,,teesdale,5554,vic,19240824.0,3853153,4623,875
darcie,priest,66.0,sid barnes crescent,kinglakec entral,dianeola,3011,vic,19570911.0,5032187,78581,876
meaagn,mcphie,3.0,groom stieet,wonba,box hill south,4350,qld,19391002.0,7916971,95889,877
samantha,green,46.0,malindi place,harbison vlge,dromana,3131,wa,19200328.0,9704392,91547,878
ethan,campbell,,reuther street,,moorook,4709,nsw,19331009.0,3430363,26577,879
adam,eveston,11.0,kirkladn circuit,warrawong,,2192,act,19940623.0,7493662,60100,880
tara,ngyen,8.0,dalley crescent,the palms village,kingaroy,2607,nsw,19591019.0,9550440,29589,155
melaniye,bouras,74.0,gorge cree k orchards,inwood place,hoppers crssing,2203,nsw,19971016.0,9221934,69182,709
lara,plovanic,14.0,marcus clarke street,pleasant acres,seven hills,4567,nsw,19020827.0,1438726,6564,881
mitchell,palachicky,10.0,adinda street,wiltona,st clair,3021,qld,19200502.0,1803053,65442,882
imogen,braithwaite,15.0,rosman circuit,,nhill,7173,qld,19080131.0,9913172,3698,883
joel,ejlak,61.0,eppalock street,,taigum,2644,nsw,19351102.0,1021508,95880,679
silas,noble,235.0,ainsworth street,yongala,clayton,2281,wa,19211208.0,6885608,32326,884
joshua,clarke,25.0,kingsford smith drive,,taig um,6108,vic,19961109.0,1596405,56344,268
carlin,dabinet,8.0,holden place,swinger hill,southern river,2730,sa,19550806.0,9757461,99992,705
maddison,green,36.0,knoke avenue,kimberley,mount eliza,4067,wa,19860821.0,8493896,11191,885
troy,laing,55.0,tidbinbilla road,tourist park,huonville,2088,vic,19061028.0,5565222,18027,886
madeleine,bibb,22.0,henty street,walea,nambour,5400,tas,19970902.0,9875423,85473,887
holly,shepherd,44.0,castlereagh crescent,dalkeith cottage,eaton,6060,vic,19980816.0,1917978,50352,205
blake,aldous,4.0,yambina crescent,north dara,west perth,3805,nsw,19811017.0,2067414,36486,888
victoria,pulford,7.0,summerville crescent,,black rock,2315,vic,19240707.0,6151307,75879,889
,rundle,2.0,eaglemont retreat,laalgaryhs,prospect,6168,qld,19070103.0,7881088,38468,233
william,pascoe,4.0,messenger street,browne's reef,coffs harbour,4670,nsw,19440720.0,6935665,91878,890
aidan,horsley,25.0,rosenthal street,wattlesbrae,irvingdale,3082,vic,19161004.0,9900834,24298,638
holly,nguyen,1.0,pope street,kilnacrott,westfield,5253,nsw,19211120.0,8240957,97717,891
quinn,godfrey,21.0,duffy ytreet,arders ier,highton,3165,vci,19450122.0,3298961,70994,68
joel,ryan,62.0,lance hill avenue,cameiroo,forets hill,370,nsw,19720615.0,9499826,15491,892
xavier,david,10.0,mcluckie qcrescent,glenbrae,murdoch,3143,sa,19320323.0,8644609,77116,454
emiily,,173.0,star close,silverweir,yarram,4505,vic,19950402.0,5928066,7911,893
emma,golder,381.0,fullerton crescent,careybpark,campsie,2107,qld,19260419.0,1677968,56243,894
brydee,westermann,13.0,burkitt street,mlc cent re,banks,3350,vic,19910126.0,1387695,48980,125
tohmas,white,706.0,monaro crescent,birrablila,point lonsdale,2098,vic,19310818.0,5855559,72268,36
emiily,morrison,15.0,jinka street,tillabudgery,st andrews,4812,vic,19431121.0,8314914,60564,895
,white,20.0,parker street,m o,calliope,4514,sa,19430329.0,3459225,81405,896
cooper,dandie,54.0,coates place,the manor garden,pakenham,6210,vic,19490201.0,7002450,59551,897
cathwrine,graue,88.0,maranboy street,walhalla,brookfield,2207,nsw,19070917.0,3555719,45560,898
kylee,papageorgiou,320.0,bunton place,wyoming park,northbridge,2700,vic,19360919.0,7078377,80152,899
timothy,bellchambers,,,medical cdntre,pymbld,2323,vic,19210723.0,6606450,25674,900
juliana,petersen,25.0,currong sotreet,admiralty quays,glenside,5280,nsw,19610510.0,1726629,35050,215
madeline,gudelj,21.0,mailey retreat,brentwood vlge,north gregory,3030,qld,19881103.0,2928659,33574,901
oliver,seo,15.0,outtrim avenue,hd allenby,emerald,2298,qld,19891203.0,4307988,86938,902
sachin,garcia,20.0,tanderra crescent,villa 2,geraldton,2705,sa,19320919.0,2886997,30463,765
kranz,alex,35.0,ogden close,aitnre,kirribilli,5209,vic,19951022.0,8620763,76110,903
,baillie,27.0,agnewstreet,cuthberts court,nichlls,3109,qld,19191108.0,2602138,82202,904
xavier,matson,10.0,marchant circuit,rankin park,kellyville,2085,vic,19620202.0,6169819,43305,905
blake,thiesseh,6.0,kilburn close,wandarri,sandfly,2576,nsw,19210321.0,9632907,51157,429
benjamih,white,1.0,kitchener street,greenhills,minchinbury,4109,wa,19269828.0,1069868,27392,906
olivia,green,47.0,mugga way,dunoon (cnr acmpt r road,avenel lheights,6148,vic,19051029.0,6438790,91426,907
danielle,rollins,325.0,kleinig street,killarney,the basin,4300,nsw,19550517.0,2790104,57128,908
bethanie,reid,48.0,rosedale,maxworthy street,koongal,4210,qld,19641127.0,1011753,11332,909
joshua,hoh,97.0,sommerald place,coralyn,eight mile plains,3178,vic,19260422.0,6588717,69127,168
eliza,sherriff,30.0,a'beckett street,,emerald,4280,nsw,19471027.0,9700056,16852,413
,gillard,62.0,matina street,,newocmb,4107,wa,19760203.0,3510130,2130,910
boake,aldous,4.0,yambina crescent,north dara,west perth,3805,nsw,19811017.0,2067414,2545,888
camefon,clarke,39.0,fihelly street,,,2200,nsw,19821218.0,1553578,26775,911
annabelle,weetra,4.0,firbank close,fronda,riverhills,2025,sa,19490420.0,4285598,20610,603
lachlan,steinmetz,37.0,hodgson crescent,anzac house (cnr archer s street,smithfield plains,2500,tas,19560605.0,6790018,70628,912
nathan,kunvik,15.0,bunduluk crescent,aremar,ashfild,3149,nsw,19100926.0,5880341,52100,913
ella,burnell,30.0,adkinson close,leith,auburn,4558,qld,19360319.0,9860719,15163,914
matthew,brookhouse,,goodparla street,timdooli n,highett,2170,nsw,19101115.0,6804612,28675,232
courtney,schuster,12.0,conigrave place,cuthberts court,echunga,4380,nsw,19801118.0,3652641,27416,915
alka,wilknis,,jervois street,cerbru,coolaroo,6298,nsw,19471017.0,7918563,15892,916
lachlan-john,rivers,5.0,perier place,oakdale,ringwood,4313,nsw,19960904.0,8718844,3208,270
edward,millar,48.0,oster place,lockwood,somerton park,6509,vic,19390413.0,8066475,90178,917
reid,elana,96.0,vallanc e place,allandale aged care facility,somerton park,2821,nsw,19630226.0,3425250,27952,918
tara,pegg,32.0,edmondson street,crowden,kiara,2528,qld,19090425.0,5385357,41382,867
amy,chaneler,65.0,plant road,blck 1 089,findom,2086,,19510715.0,1609739,59124,919
amber,mckiernan,381.0,crommelin place,sec 487 moorooroo,port macquarie,2257,qld,19920907.0,7659996,50196,920
kelsey,ferris,11.0,champion p lace,rosebrook,boronia heights,2063,nsw,19130601.0,8154296,46511,921
pascoe,samant ha,4.0,messenge r street,brown'es reef,coffs haebour,4670,nsw,19448720.0,6935665,92517,922
lachlan-john,rivers,5.0,perier place,oakdlae,ringwood,4313,nsw,19960904.0,8718844,30129,270
noble,lillian,2.0,mcclelland avenue,vilal 2,cable ebach,4211,wa,19650716.0,9102917,93894,923
indiana,goonan,4.0,sparkes close,corinella glen,carndgie,3135,nsw,19610313.0,9556041,34869,741
spyke,karlsen,4.0,northam street,,southbank,2320,wa,19641029.0,5567470,33937,261
imogen,braithw aite,779.0,rosman circuit,summerdale mepdical centre,nhill,7173,qld,19080131.0,9913172,63123,883
judah,jeffries,,newman morrix circuit,tinaro ofalls,canterbury,2162,nsw,19350906.0,6982133,72948,646
adriana,agius,19.0,wakelinc ircuit,,werrington,4670,vic,19740613.0,1644235,7080,924
jacobie,tilleq,,studley steet,rose avle,riverwood,4869,qld,,4137877,77571,925
willism,rudd,10.0,blacklock close,,springvale south,4680,nsw,19260805.0,4968439,34466,213
brodee,brain,25.0,kitchener street,,ashgrove,6123,vic,19250623.0,3821503,15006,926
amber,kexel,49.0,daintree crxescent,,new farm,4016,vic,,9952722,65283,927
jake,wesbtrook,15.0,booroondara street,ascot park,salisbury east,2074,nsw,19001115.0,2330929,73297,928
braitwaite,imogen,15.0,rosman c ircuit,,tarigna,7173,qld,19080131.0,9913172,64587,929
connor,moerlakd,38.0,arthur circle,red cros s units,greenwpod,2680,wa,19351222.0,6169561,75837,253
abby,drechsler,16.0,nicholson crescent,villa32,mount evelyn,2200,nsw,19080409.0,8467968,36,930
jarvis,mattgews,95.0,derrington crescent,the medaows,centennial park,2073,nsw,19750315.0,3771528,73226,669
waller,hugh,50.0,jalanga c rescent,grangmeore,rye,4740,qld,19020220.0,7632247,78817,931
kai,white,8.0,cockcroft avenue,allunga,parramatta,4179,,19551009.0,5791016,57815,90
dillon,stubns,40.0,murphy ktreet,,salisburyeast,7305,sa,19851018.0,8097614,44871,756
alisha,myles,38.0,shumack street,greengrove,fadden,2835,qld,19540929.0,3291913,11631,932
roy,royle,7.0,endeavour street,lake kennedy street,cowell,2580,nsw,19250529.0,3753041,26748,330
jasmin,bocchino,3.0,brickhill place,lake chatsworth,roxburgh park,6101,nsw,19860603.0,3223580,9816,933
joanna,dooley,35.0,cleeve place,warra-gan,bethania,2220,qld,19930513.0,4843681,15016,934
alec,mason,18.0,barrier srreet,sec 443 bellamour,park holme,2029,wa,19061024.0,5623275,91167,285
neve,kiss,232.0,mcmaster treet,brinjarry,belmont north,3134,qld,19901230.0,7760403,64022,935
lauren,heenna,15.0,warland place,belbee,st clakr,3630,sa,19490630.0,2210907,15225,936
lachlan,tebbutt,457.0,jim pike avenue,bendarra,lemon tree passage,3233,nsw,19680108.0,5276246,33450,937
reekah,modystach,34.0,tauss place,pyramid c ara park,revesyb,2216,nsw,19341113.0,8796023,66372,938
sam,webb,5.0,deamer cerscent,belaradah,west lakes shore,2570,wa,19361215.0,4408444,37709,154
elixa,mason,57.0,kennedy street,brentwoodl vlge,bundabma,4076,tas,19071124.0,3004030,93041,188
lucas,rya,71.0,walker xrescent,brackenrgae,belrose,5024,vic,19840323.0,6371124,68205,662
alexandra,,8.0,anembo s treet,glenlee,frankston,4818,nsw,19930305.0,2128447,91239,939
brooklyn,rees,77.0,kingsmill street,willandra,cabramatta,2035,vic,19841205.0,9676405,7653,940
joshua,belperio,5.0,castlereagh crescent,manor court,maryborough,7310,nsw,19061028.0,6447360,97747,941
joshua,parr,63.0,,corcoran,bungwahl,6251,vic,19950525.0,7710315,5199,695
natalia,nguyen,,parer street,mayo specialist medical centre cnr comme,hawthorn,3021,wa,19670219.0,7662064,75076,942
christopher,vilums,14.0,rene street,,crows nest,4754,sa,19851127.0,5181141,7544,749
